Date.release,Settlement_check_date,coral.id,Site,Treatment,Type,Plug_num,T0_Num_Spat,T0_Date,T1_Num_Spat,T1_date,T2_Num_Spat,T2_Date,T3_Num_Spat,T3_Date,T4_Num_Spat,T4_Date,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,24,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,23,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,18,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,136,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,34,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,130,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,57,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,89,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,135,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,20,N/A,20180815,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Hot,Treatment,33,2,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Ambient,Treatment,65,1,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-9",Rim,Hot,Treatment,365,1,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-10",Rim,Hot,Treatment,395,2,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-11",Rim,Hot,Treatment,401,6,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-12",Rim,Ambient,Treatment,79,1,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-15",Rim,Ambient,Treatment,413,2,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-16",Rim,Ambient,Treatment,373,1,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Ambient,Extra,366,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-6",Upper-mesophotic,Ambient,Extra,278,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-7",Upper-mesophotic,Ambient,Extra,383,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-8",Upper-mesophotic,Ambient,Extra,376,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-9",Upper-mesophotic,Ambient,Extra,337,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-10",Upper-mesophotic,Ambient,Extra,380,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-11",Upper-mesophotic,Ambient,Extra,416,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-12",Upper-mesophotic,Ambient,Extra,410,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-13",Upper-mesophotic,Ambient,Extra,111,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-14",Upper-mesophotic,Ambient,Extra,277,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-15",Upper-mesophotic,Ambient,Extra,351,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-16",Upper-mesophotic,Ambient,Extra,95,N/A,20180816,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Hot,Treatment,329,1,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Ambient,Treatment,328,1,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Ambient,Treatment,252,1,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Ambient,Treatment,301,1,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,376,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,256,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,391,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,270,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,377,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,271,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,332,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,244,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,317,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,406,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,392,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,287,N/A,20180817,,,,,,,,,,,,,
20180814,20180818,"D-20,D-12,D-5,D-8,D-6,D-12",Upper-mesophotic,Hot,Treatment,444,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-6",Rim,Hot,Treatment,196,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-7",Rim,Hot,Treatment,154,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-8",Rim,Hot,Treatment,170,2,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-9",Rim,Ambient,Treatment,180,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-11",Rim,Ambient,Treatment,199,3,20180818,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Hot,Treatment,132,4,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Hot,Treatment,54,1,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Hot,Treatment,115,3,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Ambient,Treatment,100,1,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Ambient,Treatment,67,2,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Ambient,Treatment,99,5,20180813,,,,,,,,,,,,,
20180809,20180813,R-20,Rim,Ambient,Treatment,83,1,20180813,,,,,,,,,,,,,
20180809,20180813,"R-3,R-6,R-20",Rim,Ambient,Extra,389,N/A,20180813,,,,,,,,,,,,,
20180809,20180813,D-8,Upper-mesophotic,Ambient,Extra,386,N/A,20180813,,,,,,,,,,,,,
20180809,20180813,D-8,Upper-mesophotic,Ambient,Extra,396,N/A,20180813,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Hot,Treatment,184,1,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Hot,Treatment,92,1,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Treatment,295,2,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Treatment,371,1,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Treatment,306,2,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Treatment,26,1,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Treatment,93,1,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Extra,163,N/A,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Extra,50,N/A,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Extra,35,N/A,20180814,,,,,,,,,,,,,
20180810,20180814,"D-2,D-1,D-3,D-17,D-18,D-7,D-8,",Upper-mesophotic,Ambient,Extra,52,N/A,20180814,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Hot,Treatment,236,5,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Treatment,279,1,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,25,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,119,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,43,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,98,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,28,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,121,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,73,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,42,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,55,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,27,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,120,N/A,20180815,,,,,,,,,,,,,
20180811,20180815,"D-19,D-8,D-15,D-20,D-2,D-9,D-7,D-5,D-18,D-1,D-17,D-10",Upper-mesophotic,Ambient,Extra,11,N/A,20180815,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Hot,Treatment,104,1,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Hot,Treatment,39,4,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Ambient,Treatment,88,1,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Ambient,Treatment,58,3,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-8",Rim,Hot,Treatment,411,2,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-9",Rim,Hot,Treatment,369,6,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-10",Rim,Hot,Treatment,372,1,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-11",Rim,Hot,Treatment,261,6,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-14",Rim,Ambient,Treatment,291,3,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-15",Rim,Ambient,Treatment,327,2,20180816,,,,,,,,,,,,,
20180812,20180816,"R-19,R-9,R-1,R-7,R-2,R-3,R-8,R-18,R-5,R-20,R-16",Rim,Ambient,Treatment,336,4,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-5",Upper-mesophotic,Ambient,Extra,397,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-6",Upper-mesophotic,Ambient,Extra,31,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-7",Upper-mesophotic,Ambient,Extra,417,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-9",Upper-mesophotic,Ambient,Extra,312,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-10",Upper-mesophotic,Ambient,Extra,47,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-11",Upper-mesophotic,Ambient,Extra,322,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-12",Upper-mesophotic,Ambient,Extra,381,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-13",Upper-mesophotic,Ambient,Extra,63,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-14",Upper-mesophotic,Ambient,Extra,64,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-15",Upper-mesophotic,Ambient,Extra,399,N/A,20180816,,,,,,,,,,,,,
20180812,20180816,"D-7,D-18,D-3,D-17,D-9,D-8,D-19,D-11,D-13D-6,D-2,D-20,D-10,D-16",Upper-mesophotic,Ambient,Extra,262,N/A,20180816,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Hot,Treatment,242,1,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Treatment,420,2,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Hot,Treatment,253,1,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Hot,Treatment,283,1,20180817,,,,,,,,,,,,,
20180813,20180817,"R-19,R-6,R-18,R-2,R-1,R-3,R-5,R-9",Rim,Ambient,Treatment,85,1,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,243,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,286,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,331,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,345,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,248,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,362,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,422,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,407,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,302,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,347,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,237,N/A,20180817,,,,,,,,,,,,,
20180813,20180817,"D-11,D-5,D-19,D-17,D-12,D-7,D-15,D-8,D-18,D-1,D-6,D-10",Upper-mesophotic,Ambient,Extra,421,N/A,20180817,,,,,,,,,,,,,
20180814,20180818,"D-20,D-12,D-5,D-8,D-6,D-12",Upper-mesophotic,Hot,Treatment,110,2,20180818,,,,,,,,,,,,,
20180814,20180818,"D-20,D-12,D-5,D-8,D-6,D-16",Upper-mesophotic,Ambient,Treatment,6,1,20180818,,,,,,,,,,,,,
20180814,20180818,"D-20,D-12,D-5,D-8,D-6,D-21",Upper-mesophotic,Ambient,Treatment,462,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-3",Upper-mesophotic,Hot,Treatment,162,2,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-4",Upper-mesophotic,Hot,Treatment,169,5,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-7",Rim,Hot,Treatment,183,1,20180818,,,,,,,,,,,,,
20180814,20180818,"R-9,R-19,R-6,R-5,R-8",Rim,Hot,Treatment,178,1,20180818,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
